번호,종목코드,종목명,fullcode
2138,A190510,나무가,KR7190510008
2139,A190620,,KR7190620005
2140,A190650,코리아에셋투자증권,KR7190650002
2141,A191410,육일씨엔에쓰,KR7191410000
2142,A191420,테고사이언스,KR7191420009
2143,A191600,블루탑,KR7191600006
2144,A192080,더블유게임즈,KR7192080000
2145,A192090,,KR7192090009
2146,A192230,아리바이오,KR7192230001
2147,A192250,케이사인,KR7192250009
2148,A192390,윈하이텍,KR7192390003
2149,A192400,쿠쿠홀딩스,KR7192400000
2150,A192410,THQ,KR7192410009
2151,A192440,슈피겐코리아,KR7192440006
2152,A192650,드림텍,KR7192650000
2153,A192720,파워 고배당저변동성,KR7192720001
2154,A192820,코스맥스,KR7192820009
2155,A193250,와이제이엠게임즈,KR7193250008
2156,A194370,제이에스코퍼레이션,KR7194370003
2157,A194480,데브시스터즈,KR7194480000
2158,A194700,노바렉스,KR7194700001
2159,A195500,마니커에프앤지,KR7195500004
2160,A195870,해성디에스,KR7195870001
2161,A195920,,KR7195920004
2162,A195930,,KR7195930003
2163,A195940,HK이노엔,KR7195940002
2164,A195970,,KR7195970009
2165,A195980,,KR7195980008
2166,A195990,에이비프로바이오,KR7195990007
2167,A196030,,KR7196030001
2168,A196170,알테오젠,KR7196170005
2169,A196230,,KR7196230007
2170,A196300,애니젠,KR7196300008
2171,A196450,코아시아옵틱스,KR7196450001
2172,A196490,디에이테크놀로지,KR7196490007
2173,A196700,웹스,KR7196700009
2174,A197140,디지캡,KR7197140007
2175,A198080,엔피디,KR7198080004
2176,A198440,고려시멘트,KR7198440000
2177,A199150,데이터스트림즈,KR7199150004
2178,A199290,바이오프로테크,KR7199290008
2179,A199800,툴젠,KR7199800004
2180,A199820,제일전기공업,KR7199820002
2181,A200030,,KR7200030005
2182,A200130,콜마비앤에이치,KR7200130003
2183,A200230,텔콘RF제약,KR7200230001
2184,A200250,,KR7200250009
2185,A200350,래몽래인,KR7200350007
2186,A200470,에이팩트,KR7200470003
2187,A200580,메디쎄이,KR7200580009
2188,A200670,휴메딕스,KR7200670008
2189,A200710,에이디테크놀로지,KR7200710002
2190,A200780,비씨월드제약,KR7200780005
2191,A200880,서연이화,KR7200880003
2192,A201150,교육혁명,KR7201150000
2193,A201490,미투온,KR7201490000
2194,A202960,판도라티비,KR7202960001
2195,A203400,에이비온,KR7203400007
2196,A203450,유니온커뮤니티,KR7203450002
2197,A203650,드림시큐리티,KR7203650007
2198,A203690,프로스테믹스,KR7203690003
2199,A203780,,KR7203780002
2200,A204020,그리티,KR7204020002
2201,A204210,모두투어리츠,KR7204210009
2202,A204270,제이앤티씨,KR7204270003
2203,A204320,만도,KR7204320006
2204,A204450,,KR7204450001
2205,A204480,,KR7204480008
2206,A204620,글로벌텍스프리,KR7204620009
2207,A204630,스튜디오산타클로스,KR7204630008
2208,A204840,지엘팜텍,KR7204840003
2209,A205100,엑셈,KR7205100001
2210,A205470,휴마시스,KR7205470008
2211,A205500,액션스퀘어,KR7205500002
2212,A205720,,KR7205720006
2213,A206300,엠텍비젼,KR7206300006
2214,A206400,베노홀딩스,KR7206400004
2215,A206560,덱스터,KR7206560005
2216,A206640,바디텍메드,KR7206640005
2217,A206650,유바이오로직스,KR7206650004
2218,A206950,볼빅,KR7206950008
2219,A207490,에이펙스인텍,KR7207490004
2220,A207760,미스터블루,KR7207760000
2221,A207940,삼성바이오로직스,KR7207940008
2222,A208140,정다운,KR7208140004
2223,A208340,파멥신,KR7208340000
2224,A208350,지란지교시큐리티,KR7208350009
2225,A208370,셀바스헬스케어,KR7208370007
2226,A208470,SMART 선진국MSCI World,KR7208470005
2227,A208640,썸에이지,KR7208640003
2228,A208710,바이오로그디바이스,KR7208710004
2229,A208850,이비테크,KR7208850008
2230,A208860,엔지스테크널러지,KR7208860007
2231,A208890,미래엔에듀파트너,KR7208890004
2232,A210120,빅텐츠,KR7210120002
2233,A210540,디와이파워,KR7210540001
2234,A210780,,KR7210780003
2235,A210980,SK디앤디,KR7210980009
2236,A211050,인카금융서비스,KR7211050000
2237,A211260,,KR7211260005
2238,A211270,AP위성,KR7211270004
2239,A211560,,KR7211560008
2240,A211900,,KR7211900006
2241,A212310,휴벡셀,KR7212310007
2242,A212560,네오오토,KR7212560007
2243,A213090,미래테크놀로지,KR7213090004
2244,A213420,덕산네오룩스,KR7213420003
2245,A213500,한솔제지,KR7213500002
2246,A213610,,KR7213610009
2247,A213630,,KR7213630007
2248,A214150,클래시스,KR7214150005
2249,A214180,민앤지,KR7214180002
2250,A214260,라파스,KR7214260002
2251,A214270,퓨쳐스트림네트웍스,KR7214270001
2252,A214310,에스엘바이오닉스,KR7214310005
2253,A214320,이노션,KR7214320004
2254,A214330,금호에이치티,KR7214330003
2255,A214370,케어젠,KR7214370009
2256,A214390,경보제약,KR7214390007
2257,A214420,토니모리,KR7214420002
2258,A214430,아이쓰리시스템,KR7214430001
2259,A214450,파마리서치,KR7214450009
2260,A214610,미코바이오메드,KR7214610008
2261,A214680,디알텍,KR7214680001
2262,A214870,뉴지랩파마,KR7214870008
2263,A214980,,KR7214980005
2264,A215000,골프존,KR7215000001
2265,A215050,비엔디생활건강,KR7215050006
2266,A215090,휴센텍,KR7215090002
2267,A215100,로보로보,KR7215100009
2268,A215200,메가스터디교육,KR7215200007
2269,A215360,우리산업,KR7215360009
2270,A215380,우정바이오,KR7215380007
2271,A215480,토박스코리아,KR7215480005
2272,A215570,크로넥스,KR7215570003
2273,A215600,신라젠,KR7215600008
2274,A215620,흥국 S&P코리아로우볼,KR7215620006
2275,A215790,이노인스트루먼트,KR7215790007
2276,A216050,인크로스,KR7216050005
2277,A216080,제테마,KR7216080002
2278,A216280,원텍,KR7216280008
2279,A216400,인바이츠바이오코아,KR7216400002
2280,A217190,제너셈,KR7217190008
2281,A217270,넵튠,KR7217270008
2282,A217320,썬테크,KR7217320001
2283,A217330,싸이토젠,KR7217330000
2284,A217480,에스디생명공학,KR7217480003
2285,A217500,러셀,KR7217500008
2286,A217600,켐온,KR7217600006
2287,A217620,디딤,KR7217620004
2288,A217730,강스템바이오텍,KR7217730001
2289,A217770,,KR7217770007
2290,A217780,,KR7217780006
2291,A217790,,KR7217790005
2292,A217820,엔에스,KR7217820000
2293,A217880,틸론,KR7217880004
2294,A217910,에스제이켐,KR7217910009
2295,A217950,파마리서치바이오,KR7217950005
2296,A218150,미래생명자원,KR7218150001
2297,A218410,RFHIC,KR7218410009
2298,A218420,,KR7218420008
2299,A219130,타이거일렉,KR7219130002
2300,A219390,,KR7219390002
2301,A219420,링크제니시스,KR7219420007
2302,A219480,,KR7219480001
2303,A219550,자안코스메틱,KR7219550001
2304,A219750,지티지웰니스,KR7219750007
2305,A219900,,KR7219900008
2306,A220100,퓨쳐켐,KR7220100002
2307,A220130,SMART 중국본토 중소형 CSI500,KR7220130009
2308,A220180,핸디소프트,KR7220180004
2309,A220260,켐트로스,KR7220260004
2310,A220630,맘스터치,KR7220630008
2311,A221610,자안바이오,KR7221610009
2312,A221800,유투바이오,KR7221800006
2313,A221840,하이즈항공,KR7221840002
2314,A221980,케이디켐,KR7221980006
2315,A222040,코스맥스엔비티,KR7222040008
2316,A222070,동명스틸,KR7222070005
2317,A222080,씨아이에스,KR7222080004
2318,A222110,팬젠,KR7222110009
2319,A222160,바이옵트로,KR7222160004
2320,A222420,쎄노텍,KR7222420002
2321,A222670,플럼라인생명과학,KR7222670002
2322,A222800,심텍,KR7222800005
2323,A222810,마이더스AI,KR7222810004
2324,A222980,한국맥널티,KR7222980005
2325,A223190,,KR7223190000
2326,A223220,아이피몬스터,KR7223220005
2327,A223250,드림씨아이에스,KR7223250002
2328,A223310,경남제약헬스케어,KR7223310004
2329,A224020,에스케이씨에스,KR7224020008
2330,A224060,코디엠,KR7224060004
2331,A224110,에이텍티앤,KR7224110007
2332,A224760,엔에스컴퍼니,KR7224760009
2333,A224810,엄지하우스,KR7224810002
2334,A224850,에스큐사이언스,KR7224850008
2335,A225030,,KR7225030006
2336,A225040,,KR7225040005
2337,A225050,,KR7225050004
2338,A225060,,KR7225060003
2339,A225130,,KR7225130004
2340,A225190,삼양옵틱스,KR7225190008
2341,A225220,제놀루션,KR7225220003
2342,A225330,씨엠에스에듀,KR7225330000
2343,A225430,케이엠제약,KR7225430008
2344,A225530,보광산업,KR7225530005
2345,A225570,넷게임즈,KR7225570001
2346,A225590,패션플랫폼,KR7225590009
2347,A225800,,KR7225800002
2348,A225850,미애부,KR7225850007
2349,A225860,엠앤씨생명과학,KR7225860006
2350,A226320,잇츠한불,KR7226320000
2351,A226330,신테카바이오,KR7226330009
2352,A226340,본느,KR7226340008
2353,A226360,KH E&T,KR7226360006
2354,A226380,,KR7226380004
2355,A226400,오스테오닉,KR7226400000
2356,A226440,한송네오텍,KR7226440006
2357,A226490,,KR7226490001
2358,A226950,올릭스,KR7226950004
2359,A226980,,KR7226980001
2360,A227100,디자인,KR7227100005
2361,A227420,도부마스크,KR7227420007
2362,A227540,,KR7227540002
2363,A227550,,KR7227550001
2364,A227560,,KR7227560000
2365,A227570,,KR7227570009
2366,A227580,스포라이브,KR7227580008
2367,A227610,아우딘퓨쳐스,KR7227610003
2368,A227680,뉴젠홀딩스,KR7227680006
2369,A227830,,KR7227830007
2370,A227840,현대코퍼레이션홀딩스,KR7227840006
2371,A227950,엔투텍,KR7227950003
2372,A228340,동양파일,KR7228340006
2373,A228670,레이,KR7228670006
2374,A228760,지노믹트리,KR7228760005
2375,A228790,,KR7228790002
2376,A228800,,KR7228800009
2377,A228810,,KR7228810008
2378,A228820,,KR7228820007
2379,A228850,레이언스,KR7228850004
2380,A229000,젠큐릭스,KR7229000005
2381,A229200,,KR7229200001
2382,A229500,노브메타파마,KR7229500004
2383,A229640,LS전선아시아,KR7229640008
2384,A229720,,KR7229720008
2385,A230240,에치에프알,KR7230240004
2386,A230360,에코마케팅,KR7230360000
2387,A230480,,KR7230480006
2388,A230980,에이트원,KR7230980005
2389,A232080,,KR7232080002
2390,A232140,와이아이케이,KR7232140004
2391,A232530,이엠티,KR7232530006
2392,A232680,라온테크,KR7232680009
2393,A232830,시큐센,KR7232830000
2394,A233160,,KR7233160001
2395,A233250,메디안디노스틱,KR7233250000
2396,A233740,,KR7233740000
2397,A233990,질경이,KR7233990001
2398,A234070,에이원알폼,KR7234070001
2399,A234080,JW생명과학,KR7234080000
2400,A234100,세원,KR7234100006
2401,A234300,에스트래픽,KR7234300002
2402,A234310,,KR7234310001
2403,A234340,세틀뱅크,KR7234340008
2404,A234690,녹십자웰빙,KR7234690006
2405,A234920,자이글,KR7234920007
2406,A235980,메드팩토,KR7235980000
2407,A236030,씨알푸드,KR7236030003
2408,A236200,슈프리마,KR7236200002
2409,A236340,메디젠휴먼케어,KR7236340006
2410,A236350,,KR7236350005
2411,A236810,엔비티,KR7236810008
2412,A237010,끄렘드라끄렘,KR7237010004
2413,A237350,,KR7237350004
2414,A237370,,KR7237370002
2415,A237440,,KR7237440003
2416,A237690,에스티팜,KR7237690003
2417,A237750,피앤씨테크,KR7237750005
2418,A237820,플레이디,KR7237820006
2419,A237880,클리오,KR7237880000
2420,A238090,앤디포스,KR7238090005
2421,A238120,얼라인드,KR7238120000
2422,A238170,엔에스엠,KR7238170005
2423,A238200,비피도,KR7238200000
2424,A238490,힘스,KR7238490007
2425,A238500,로보쓰리,KR7238500003
2426,A238670,,KR7238670004
2427,A238720,,KR7238720007
2428,A239340,줌인터넷,KR7239340003
2429,A239610,에이치엘사이언스,KR7239610009
2430,A239660,,KR7239660004
2431,A239890,피엔에이치테크,KR7239890007
2432,A240340,인터코스,KR7240340000
2433,A240810,원익IPS,KR7240810002
2434,A241140,한국지네틱바이오팜,KR7241140003
2435,A241180,,KR7241180009
2436,A241390,,KR7241390004
2437,A241520,DSC인베스트먼트,KR7241520006
2438,A241560,두산밥캣,KR7241560002
2439,A241590,화승엔터프라이즈,KR7241590009
2440,A241690,유니테크노,KR7241690007
2441,A241710,코스메카코리아,KR7241710003
2442,A241770,메카로,KR7241770007
2443,A241790,오션브릿지,KR7241790005
2444,A241820,피씨엘,KR7241820000
2445,A241840,에이스토리,KR7241840008
2446,A242040,나무기술,KR7242040004
2447,A242350,피엔아이컴퍼니,KR7242350007
2448,A243070,휴온스,KR7243070000
2449,A243840,신흥에스이씨,KR7243840006
2450,A243870,굿센,KR7243870003
2451,A243880,,KR7243880002
2452,A243890,,KR7243890001
2453,A244460,올리패스,KR7244460002
2454,A244580,,KR7244580007
2455,A244620,,KR7244620001
2456,A244660,,KR7244660007
2457,A244670,,KR7244670006
2458,A244880,나눔테크,KR7244880001
2459,A244920,에이플러스에셋,KR7244920005
2460,A245340,,KR7245340005
2461,A245350,,KR7245350004
2462,A245360,,KR7245360003
2463,A245450,씨앤에스링크,KR7245450002
2464,A245620,EDGC,KR7245620000
2465,A245710,,KR7245710009
2466,A246250,에스엘에스바이오,KR7246250005
2467,A246690,TS인베스트먼트,KR7246690002
2468,A246710,티앤알바이오팹,KR7246710008
2469,A246720,아스타,KR7246720007
2470,A246960,이노테라피,KR7246960009
2471,A247540,에코프로비엠,KR7247540008
2472,A247660,나노씨엠에스,KR7247660004
2473,A248070,솔루엠,KR7248070005
2474,A248170,샘표식품,KR7248170003
2475,A248260,,KR7248260002
2476,A248270,,KR7248270001
2477,A249420,일동제약,KR7249420001
2478,A250000,보라티알,KR7250000007
2479,A250030,진코스텍,KR7250030004
2480,A250060,모비스,KR7250060001
2481,A250730,,KR7250730009
2482,A250780,,KR7250780004
2483,A250900,메디포럼,KR7250900008
2484,A250930,예선테크,KR7250930005
2485,A251270,넷마블,KR7251270005
2486,A251280,안지오랩,KR7251280004
2487,A251340,,KR7251340006
2488,A251350,,KR7251350005
2489,A251370,와이엠티,KR7251370003
2490,A251590,,KR7251590006
2491,A251600,,KR7251600003
2492,A251630,브이원텍,KR7251630000
2493,A251890,,KR7251890000
2494,A251970,펌텍코리아,KR7251970000
2495,A252000,,KR7252000005
2496,A252400,,KR7252400007
2497,A252410,,KR7252410006
2498,A252420,,KR7252420005
2499,A252500,세화피앤씨,KR7252500004
2500,A252650,,KR7252650007
2501,A252670,,KR7252670005
2502,A252710,,KR7252710009
2503,A252720,,KR7252720008
2504,A252730,,KR7252730007
2505,A252980,대영씨엔이,KR7252980008
2506,A252990,샘씨엔에스,KR7252990007
2507,A253150,,KR7253150007
2508,A253160,,KR7253160006
2509,A253230,,KR7253230007
2510,A253240,,KR7253240006
2511,A253250,,KR7253250005
2512,A253280,,KR7253280002
2513,A253290,,KR7253290001
2514,A253450,스튜디오드래곤,KR7253450001
2515,A253590,네오셈,KR7253590004
2516,A253610,루트락,KR7253610000
2517,A253840,수젠텍,KR7253840003
2518,A254120,자비스,KR7254120009
2519,A255220,SG,KR7255220006
2520,A255440,야스,KR7255440000
2521,A256150,한독크린텍,KR7256150004
2522,A256440,,KR7256440009
2523,A256450,,KR7256450008
2524,A256630,포인트엔지니어링,KR7256630005
2525,A256750,,KR7256750001
2526,A256840,한국비엔씨,KR7256840000
2527,A256940,케이피에스,KR7256940008
2528,A257370,명성티엔에스,KR7257370007
2529,A257990,나우코스,KR7257990002
2530,A258000,미로,KR7258000009
2531,A258050,테크트랜스,KR7258050004
2532,A258250,셀젠텍,KR7258250000
2533,A258540,스템랩,KR7258540004
2534,A258610,이더블유케이,KR7258610005
2535,A258790,소프트캠프,KR7258790005
2536,A258830,세종메디칼,KR7258830009
2537,A259630,엠플러스,KR7259630002
2538,A259960,크래프톤,KR7259960003
2539,A260660,알리코제약,KR7260660006
2540,A260870,시그넷이브이,KR7260870001
2541,A260930,씨티케이,KR7260930003
2542,A260970,에스앤디,KR7260970009
2543,A261060,,KR7261060008
2544,A261070,,KR7261070007
2545,A261110,,KR7261110001
2546,A261120,,KR7261120000
2547,A261140,,KR7261140008
2548,A261200,덴티스,KR7261200000
2549,A261220,,KR7261220008
2550,A261240,,KR7261240006
2551,A261250,,KR7261250005
2552,A261260,,KR7261260004
2553,A261270,,KR7261270003
2554,A261720,엑심베이,KR7261720007
2555,A261920,,KR7261920003
2556,A262260,에이프로,KR7262260003
2557,A262840,아이퀘스트,KR7262840002
2558,A263020,디케이앤디,KR7263020000
2559,A263050,유틸렉스,KR7263050007
2560,A263540,샘코,KR7263540007
2561,A263600,덕우전자,KR7263600009
2562,A263690,디알젬,KR7263690000
2563,A263700,케어랩스,KR7263700007
2564,A263720,디앤씨미디어,KR7263720005
2565,A263750,펄어비스,KR7263750002
2566,A263770,유에스티,KR7263770000
2567,A263800,데이타솔루션,KR7263800005
2568,A263810,상신전자,KR7263810004
2569,A263860,지니언스,KR7263860009
2570,A263920,휴온스블러썸,KR7263920001
2571,A264450,유비쿼스,KR7264450008
2572,A264660,씨앤지하이테크,KR7264660002
2573,A264850,이랜시스,KR7264850009
2574,A264900,크라운제과,KR7264900002
2575,A26490K,크라운제과,KR726490K013
2576,A265520,AP시스템,KR7265520007
2577,A265560,영화테크,KR7265560003
2578,A265690,,KR7265690008
2579,A265740,엔에프씨,KR7265740001
2580,A266160,,KR7266160001
2581,A266170,뿌리깊은나무들,KR7266170000
2582,A266360,,KR7266360007
2583,A266370,,KR7266370006
2584,A266390,,KR7266390004
2585,A266410,,KR7266410000
2586,A266420,,KR7266420009
2587,A266470,바이오인프라생명과학,KR7266470004
2588,A266550,,KR7266550003
2589,A266870,파워풀엑스,KR7266870005
2590,A267060,명진홀딩스,KR7267060002
2591,A267250,현대중공업지주,KR7267250009
2592,A267260,현대일렉트릭,KR7267260008
2593,A267270,현대건설기계,KR7267270007
2594,A267290,경동도시가스,KR7267290005
2595,A267320,나인테크,KR7267320000
2596,A267440,,KR7267440006
2597,A267450,,KR7267450005
2598,A267490,,KR7267490001
2599,A267500,,KR7267500007
2600,A267770,,KR7267770006
2601,A267790,배럴,KR7267790004
2602,A267810,앙츠,KR7267810000
2603,A267850,아시아나IDT,KR7267850006
2604,A267980,매일유업,KR7267980001
2605,A268030,스마트골프,KR7268030004
2606,A268280,미원에스씨,KR7268280005
2607,A268600,셀리버리,KR7268600004
2608,A269370,,KR7269370003
2609,A269420,,KR7269420006
2610,A269530,,KR7269530002
2611,A269540,,KR7269540001
2612,A269620,시스웍,KR7269620001
2613,A270020,이십일스토어,KR7270020001
2614,A270210,에스알바이오텍,KR7270210008
2615,A270520,지엔원에너지,KR7270520000
2616,A270660,에브리봇,KR7270660004
2617,A270800,,KR7270800006
2618,A270810,,KR7270810005
2619,A270870,뉴트리,KR7270870009
2620,A271050,,KR7271050007
2621,A271060,,KR7271060006
2622,A271560,오리온,KR7271560005
2623,A271850,다이오진,KR7271850000
2624,A271980,제일약품,KR7271980005
2625,A272110,케이엔제이,KR7272110008
2626,A272210,한화시스템,KR7272210006
2627,A272220,,KR7272220005
2628,A272230,,KR7272230004
2629,A272290,이녹스첨단소재,KR7272290008
2630,A272450,진에어,KR7272450008
2631,A272550,삼양패키징,KR7272550005
2632,A272560,,KR7272560004
2633,A272570,,KR7272570003
2634,A272580,,KR7272580002
2635,A272910,,KR7272910001
2636,A273060,와이즈버즈,KR7273060004
2637,A273130,,KR7273130005
2638,A273140,,KR7273140004
2639,A274090,켄코아에어로스페이스,KR7274090000
2640,A274460,사운드백신,KR7274460005
2641,A275280,,KR7275280006
2642,A275290,,KR7275290005
2643,A275300,,KR7275300002
2644,A275630,에스에스알,KR7275630002
2645,A275750,,KR7275750008
2646,A275980,,KR7275980001
2647,A276000,,KR7276000007
2648,A276240,엘리비젼,KR7276240009
2649,A276620,비보존,KR7276620002
2650,A276650,,KR7276650009
2651,A276730,제주맥주,KR7276730009
2652,A276970,,KR7276970001
2653,A276990,,KR7276990009
2654,A277070,린드먼아시아,KR7277070009
2655,A277410,인산가,KR7277410007
2656,A277540,,KR7277540001
2657,A277630,,KR7277630000
2658,A277640,,KR7277640009
2659,A277650,,KR7277650008
2660,A277810,레인보우로보틱스,KR7277810008
2661,A277880,티에스아이,KR7277880001
2662,A278240,,KR7278240007
2663,A278280,천보,KR7278280003
2664,A278420,,KR7278420005
2665,A278530,,KR7278530001
2666,A278540,,KR7278540000
2667,A278620,,KR7278620000
2668,A278650,노터스,KR7278650007
2669,A278990,EMB,KR7278990007
2670,A279000,서울개인택시복지법인,KR7279000004
2671,A279060,이노벡스,KR7279060008
2672,A279530,,KR7279530000
2673,A279540,,KR7279540009
2674,A279600,미디어젠,KR7279600001
2675,A280140,사우스케이프,KR7280140005
2676,A280320,,KR7280320003
2677,A280360,롯데제과,KR7280360009
2678,A280920,,KR7280920000
2679,A280930,,KR7280930009
2680,A280940,,KR7280940008
2681,A281310,바이오시네틱스,KR7281310003
2682,A281740,레이크머티리얼즈,KR7281740001
2683,A281820,케이씨텍,KR7281820001
2684,A281990,,KR7281990002
2685,A282000,,KR7282000009
2686,A282330,BGF리테일,KR7282330000
2687,A282690,동아타이어,KR7282690007
2688,A282880,코윈테크,KR7282880004
2689,A283580,,KR7283580009
2690,A284430,,KR7284430006
2691,A284620,카이노스메드,KR7284620002
2692,A284740,쿠쿠홈시스,KR7284740008
2693,A284980,,KR7284980000
2694,A284990,,KR7284990009
2695,A285000,,KR7285000006
2696,A285010,,KR7285010005
2697,A285020,,KR7285020004
2698,A285130,SK케미칼,KR7285130001
2699,A28513K,SK케미칼,KR728513K010
2700,A285490,노바텍,KR7285490009
2701,A285690,FOCUS ESG리더스,KR7285690004
2702,A285770,라이프사이언스테크놀로지,KR7285770004
2703,A286000,씨엔티드림,KR7286000005
2704,A286750,나노브릭,KR7286750005
2705,A286940,롯데정보통신,KR7286940002
2706,A287180,,KR7287180004
2707,A287300,,KR7287300008
2708,A287310,,KR7287310007
2709,A287320,,KR7287320006
2710,A287330,,KR7287330005
2711,A287410,제이시스메디칼,KR7287410005
2712,A288330,브릿지바이오테라퓨틱스,KR7288330004
2713,A288490,나라소프트,KR7288490006
2714,A288620,에스퓨얼셀,KR7288620008
2715,A289010,아이스크림에듀,KR7289010001
2716,A289040,,KR7289040008
2717,A289080,SV인베스트먼트,KR7289080004
2718,A289220,자이언트스텝,KR7289220006
2719,A289250,,KR7289250003
2720,A289260,,KR7289260002
2721,A289480,,KR7289480006
2722,A289670,,KR7289670002
2723,A290080,,KR7290080001
2724,A290120,대유에이피,KR7290120005
2725,A290130,,KR7290130004
2726,A290270,휴네시온,KR7290270008
2727,A290380,대유,KR7290380005
2728,A290510,코리아센터,KR7290510007
2729,A290520,신도기연,KR7290520006
2730,A290550,디케이티,KR7290550003
2731,A290650,엘앤씨바이오,KR7290650001
2732,A290660,네오펙트,KR7290660000
2733,A290670,대보마그네틱,KR7290670009
2734,A290690,소룩스,KR7290690007
2735,A290720,푸드나무,KR7290720002
2736,A290740,액트로,KR7290740000
2737,A291130,,KR7291130003
2738,A291230,삼성스팩2호,KR7291230001
2739,A291620,,KR7291620003
2740,A291630,,KR7291630002
2741,A291650,압타머사이언스,KR7291650000
2742,A291660,,KR7291660009
2743,A291680,,KR7291680007
2744,A291890,,KR7291890002
2745,A292050,,KR7292050002
2746,A292150,,KR7292150000
2747,A292160,,KR7292160009
2748,A292190,,KR7292190006
2749,A292340,마이티 커버드콜ATM레버리지,KR7292340007
2750,A292500,SMART KRX,KR7292500006
2751,A292560,,KR7292560000
2752,A292730,FOCUS KRX,KR7292730009
2753,A292750,,KR7292750007
2754,A292770,,KR7292770005
2755,A293180,,KR7293180006
2756,A293290,아이엔오기술,KR7293290003
2757,A293480,하나제약,KR7293480000
2758,A293490,카카오게임즈,KR7293490009
2759,A293580,나우IB,KR7293580007
2760,A293780,압타바이오,KR7293780003
2761,A293940,신한알파리츠,KR7293940003
2762,A294090,이오플로우,KR7294090006
2763,A294140,레몬,KR7294140009
2764,A294400,,KR7294400007
2765,A294570,쿠콘,KR7294570007
2766,A294630,서남,KR7294630009
2767,A294870,HDC현대산업개발,KR7294870001
2768,A295000,,KR7295000004
2769,A295020,,KR7295020002
2770,A295040,SMART ,KR7295040000
2771,A295820,,KR7295820005
2772,A296710,,KR7296710007
2773,A297090,씨에스베어링,KR7297090003
2774,A297570,알로이스,KR7297570004
2775,A297890,HB솔루션,KR7297890006
2776,A298000,효성화학,KR7298000001
2777,A298020,효성티앤씨,KR7298020009
2778,A298040,효성중공업,KR7298040007
2779,A298050,효성첨단소재,KR7298050006
2780,A298060,에스씨엠생명과학,KR7298060005
2781,A298340,,KR7298340001
2782,A298380,에이비엘바이오,KR7298380007
2783,A298420,넷마블네오,KR7298420001
2784,A298540,더네이쳐홀딩스,KR7298540006
2785,A298690,에어부산,KR7298690009
2786,A298770,,KR7298770009
2787,A299030,하나기술,KR7299030007
2788,A299070,,KR7299070003
2789,A299080,,KR7299080002
2790,A299170,더블유에스아이,KR7299170001
2791,A299480,지앤이헬스케어,KR7299480004
2792,A299660,셀리드,KR7299660001
2793,A299670,에스엠비나,KR7299670000
2794,A299900,위지윅스튜디오,KR7299900001
2795,A299910,베스파,KR7299910000
2796,A300080,플리토,KR7300080009
2797,A300120,라온피플,KR7300120003
2798,A300610,,KR7300610003
2799,A300640,,KR7300640000
2800,A300720,한일시멘트,KR7300720000
2801,A300950,,KR7300950003
2802,A301300,바이브컴퍼니,KR7301300000
2803,A301400,,KR7301400008
2804,A301410,,KR7301410007
2805,A301440,,KR7301440004
2806,A302170,,KR7302170006
2807,A302180,,KR7302180005
2808,A302190,,KR7302190004
2809,A302430,이노메트리,KR7302430004
2810,A302440,SK바이오사이언스,KR7302440003
2811,A302450,,KR7302450002
2812,A302550,리메드,KR7302550009
2813,A302920,더콘텐츠온,KR7302920004
2814,A303030,지니틱스,KR7303030001
2815,A303360,프로테옴텍,KR7303360002
2816,A303530,이노뎁,KR7303530000
2817,A304100,솔트룩스,KR7304100001
2818,A304660,,KR7304660004
2819,A304670,,KR7304670003
2820,A304760,,KR7304760002
2821,A304770,,KR7304770001
2822,A304780,,KR7304780000
2823,A304840,피플바이오,KR7304840002
2824,A304940,,KR7304940000
2825,A305050,,KR7305050007
2826,A305080,,KR7305080004
2827,A305090,마이크로디지탈,KR7305090003
2828,A305540,,KR7305540007
2829,A305720,,KR7305720005
2830,A306040,에스제이그룹,KR7306040007
2831,A306200,세아제강,KR7306200007
2832,A306520,,KR7306520008
2833,A306530,,KR7306530007
2834,A306620,네온테크,KR7306620006
2835,A306950,,KR7306950007
2836,A307010,,KR7307010009
2837,A307180,아이엘사이언스,KR7307180000
2838,A307280,원바이오젠,KR7307280008
2839,A307510,,KR7307510008
2840,A307520,,KR7307520007
2841,A307750,국전약품,KR7307750000
2842,A307870,상상인이안1호스팩,KR7307870006
2843,A307930,컴퍼니케이,KR7307930008
2844,A307950,현대오토에버,KR7307950006
2845,A308100,까스텔바작,KR7308100007
2846,A308170,센트랄모텍,KR7308170000
2847,A308620,,KR7308620004
2848,A308700,테크엔,KR7308700004
2849,A309210,,KR7309210003
2850,A309230,,KR7309230001
2851,A309900,티티씨디펜스,KR7309900009
2852,A309930,오하임아이엔티,KR7309930006
2853,A310080,,KR7310080007
2854,A310200,애니플러스,KR7310200001
2855,A310840,엔에이치스팩13호,KR7310840004
2856,A310870,한국,KR7310870001
2857,A310960,,KR7310960000
2858,A310970,,KR7310970009
2859,A311060,엘에이티,KR7311060008
2860,A311390,네오크레마,KR7311390009
2861,A311690,천랩,KR7311690002
2862,A312610,에이에프더블류,KR7312610009
2863,A313750,유안타,KR7313750002
2864,A313760,윌링스,KR7313760001
2865,A314130,지놈앤컴퍼니,KR7314130006
2866,A314250,,KR7314250002
2867,A314700,,KR7314700006
2868,A314930,바이오다인,KR7314930009
2869,A315270,,KR7315270009
2870,A315480,,KR7315480004
2871,A315930,,KR7315930008
2872,A315960,,KR7315960005
2873,A316140,우리금융지주,KR7316140003
